CustomerID,InvoiceDate
14779,2/1/2021
17787,2/1/2021
14735,2/1/2021
12402,2/1/2021
17771,2/1/2021
15498,2/1/2021
NA,2/1/2021
15174,2/2/2021
17504,2/2/2021
17890,2/2/2021
14088,2/2/2021
17094,2/2/2021
13969,2/2/2021
NA,2/2/2021
17799,2/2/2021
17889,2/2/2021
17714,2/4/2021
12916,2/4/2021
17769,2/4/2021
14450,2/4/2021
13659,2/4/2021
16931,2/4/2021
13050,2/4/2021
15443,2/4/2021
17611,2/4/2021
14224,2/4/2021
18283,2/4/2021
13742,2/4/2021
14606,2/4/2021
14068,2/4/2021
NA,2/5/2021
14796,2/5/2021
16558,2/5/2021
13819,2/5/2021
18161,2/5/2021
15820,2/5/2021
13396,2/5/2021
14911,2/5/2021
14130,2/5/2021
12417,2/6/2021
16029,2/6/2021
13158,2/6/2021
NA,2/6/2021
14257,2/6/2021
14298,2/6/2021
15311,2/6/2021
15601,2/6/2021
13815,2/6/2021
14680,2/6/2021
17236,2/6/2021
16531,2/6/2021
15339,2/6/2021
12854,2/6/2021
16222,2/6/2021
13168,2/6/2021
17515,2/6/2021
17082,2/6/2021
13468,2/6/2021
15061,2/7/2021
12782,2/7/2021
13491,2/7/2021
14049,2/7/2021
16422,2/7/2021
12472,2/7/2021
14606,2/7/2021
17027,2/7/2021
12347,2/7/2021
12591,2/7/2021
17841,2/7/2021
NA,2/7/2021
14442,2/8/2021
16496,2/8/2021
13089,2/8/2021
12764,2/8/2021
14440,2/8/2021
NA,2/8/2021
15910,2/8/2021
12826,2/8/2021
14709,2/8/2021
17213,2/8/2021
16814,2/8/2021
18125,2/8/2021
13328,2/8/2021
14541,2/8/2021
17757,2/8/2021
13280,2/8/2021
17180,2/8/2021
12853,2/9/2021
16327,2/9/2021
15527,2/9/2021
13694,2/9/2021
13707,2/9/2021
12735,2/9/2021
NA,2/9/2021
12431,2/9/2021
13709,2/9/2021
12377,2/9/2021
14040,2/11/2021
16326,2/11/2021
16923,2/11/2021
16897,2/11/2021
15579,2/11/2021
16985,2/11/2021
13148,2/11/2021
15415,2/11/2021
17841,2/11/2021
17431,2/11/2021
15708,2/11/2021
16816,2/11/2021
14502,2/11/2021
13869,2/11/2021
12528,2/12/2021
NA,2/12/2021
14426,2/12/2021
17220,2/12/2021
12476,2/12/2021
18145,2/12/2021
14527,2/12/2021
17621,2/12/2021
12668,2/12/2021
16403,2/12/2021
12778,2/12/2021
17604,2/12/2021
14006,2/12/2021
13600,2/12/2021
15058,2/12/2021
14911,2/13/2021
14496,2/13/2021
17147,2/13/2021
15039,2/13/2021
NA,2/13/2021
18055,2/13/2021
17356,2/13/2021
12836,2/13/2021
13939,2/13/2021
16745,2/13/2021
14606,2/13/2021
15203,2/13/2021
12373,2/13/2021
15311,2/13/2021
16705,2/13/2021
14549,2/13/2021
16110,2/13/2021
14217,2/13/2021
16011,2/13/2021
13854,2/13/2021
12676,2/13/2021
16161,2/13/2021
14233,2/14/2021
13089,2/14/2021
15226,2/14/2021
13468,2/14/2021
16156,2/14/2021
NA,2/14/2021
14188,2/14/2021
16771,2/14/2021
14443,2/14/2021
12437,2/14/2021
17841,2/14/2021
17223,2/14/2021
17337,2/14/2021
17071,2/15/2021
14309,2/15/2021
12471,2/15/2021
14044,2/15/2021
NA,2/15/2021
13800,2/15/2021
15719,2/15/2021
14156,2/15/2021
13842,2/15/2021
13668,2/15/2021
12662,2/15/2021
13819,2/15/2021
18178,2/15/2021
13539,2/15/2021
14497,2/15/2021
17507,2/15/2021
13488,2/16/2021
NA,2/16/2021
16525,2/16/2021
14778,2/16/2021
12567,2/16/2021
17381,2/16/2021
13309,2/16/2021
12779,2/16/2021
14462,2/16/2021
17315,2/16/2021
14194,2/16/2021
13050,2/16/2021
17293,2/16/2021
14810,2/18/2021
16456,2/18/2021
13584,2/18/2021
15808,2/18/2021
17105,2/18/2021
14606,2/18/2021
14952,2/19/2021
16422,2/19/2021
14534,2/19/2021
17613,2/19/2021
13334,2/19/2021
16686,2/19/2021
18118,2/19/2021
17162,2/19/2021
NA,2/19/2021
13809,2/19/2021
15407,2/19/2021
13458,2/19/2021
16033,2/19/2021
16332,2/19/2021
18225,2/19/2021
16255,2/19/2021
12359,2/19/2021
14048,2/19/2021
16945,2/19/2021
17841,2/20/2021
14475,2/20/2021
NA,2/20/2021
14688,2/20/2021
16265,2/20/2021
14527,2/20/2021
14587,2/20/2021
15311,2/20/2021
14562,2/20/2021
16951,2/20/2021
14415,2/20/2021
12720,2/21/2021
12753,2/21/2021
18109,2/21/2021
NA,2/21/2021
17537,2/21/2021
16143,2/21/2021
12462,2/21/2021
17843,2/21/2021
17686,2/22/2021
15809,2/22/2021
18093,2/22/2021
14898,2/22/2021
12857,2/22/2021
16842,2/22/2021
14555,2/22/2021
16306,2/23/2021
15544,2/23/2021
14796,2/23/2021
NA,2/23/2021
17705,2/23/2021
16029,2/23/2021
15044,2/23/2021
12477,2/23/2021
12913,2/23/2021
13875,2/23/2021
17282,2/25/2021
13742,2/25/2021
17126,2/25/2021
16434,2/25/2021
17050,2/25/2021
13171,2/25/2021
17472,2/25/2021
15640,2/25/2021
17255,2/25/2021
17841,2/25/2021
16084,2/25/2021
17667,2/26/2021
NA,2/26/2021
14156,2/26/2021
13381,2/26/2021
16333,2/26/2021
12621,2/26/2021
16422,2/26/2021
17829,2/26/2021
13717,2/26/2021
16904,2/26/2021
12993,2/26/2021
17571,2/26/2021
17231,2/26/2021
12867,2/26/2021
15358,2/27/2021
15601,2/27/2021
NA,2/27/2021
17348,2/27/2021
13893,2/27/2021
17315,2/27/2021
14961,2/27/2021
14701,2/27/2021
16700,2/27/2021
14035,2/27/2021
14176,2/27/2021
17114,2/27/2021
14156,2/27/2021
16407,2/27/2021
17530,2/27/2021
17512,2/28/2021
15810,2/28/2021
16378,2/28/2021
14530,2/28/2021
15670,2/28/2021
12653,2/28/2021
15059,2/28/2021
15039,2/28/2021
12352,2/28/2021
12372,2/28/2021
14944,2/28/2021
16494,2/28/2021
14210,2/28/2021
14755,2/28/2021
13001,2/28/2021
17175,2/28/2021
NA,2/28/2021
15867,2/28/2021
13089,2/28/2021
13305,3/1/2021
NA,3/1/2021
13018,3/1/2021
13718,3/1/2021
14754,3/1/2021
13668,3/1/2021
13151,3/1/2021
16745,3/1/2021
17954,3/1/2021
15601,3/1/2021
14298,3/1/2021
13178,3/1/2021
14606,3/1/2021
12654,3/1/2021
18125,3/1/2021
15044,3/1/2021
17841,3/1/2021
16556,3/1/2021
13230,3/1/2021
13012,3/2/2021
12714,3/2/2021
14057,3/2/2021
15755,3/2/2021
14680,3/2/2021
16393,3/2/2021
15311,3/2/2021
13799,3/2/2021
16306,3/2/2021
NA,3/2/2021
16566,3/4/2021
13246,3/4/2021
16746,3/4/2021
13097,3/4/2021
14667,3/4/2021
16931,3/4/2021
13744,3/4/2021
17050,3/4/2021
17323,3/4/2021
13168,3/4/2021
14502,3/4/2021
12707,3/5/2021
18094,3/5/2021
15129,3/5/2021
14796,3/5/2021
14646,3/5/2021
17757,3/5/2021
12766,3/5/2021
13477,3/5/2021
18055,3/5/2021
15065,3/5/2021
15146,3/5/2021
14639,3/5/2021
12621,3/5/2021
17338,3/5/2021
16014,3/5/2021
NA,3/5/2021
16638,3/6/2021
17994,3/6/2021
16546,3/6/2021
13694,3/6/2021
14895,3/6/2021
18114,3/6/2021
15078,3/6/2021
16045,3/6/2021
17511,3/6/2021
16161,3/6/2021
14646,3/6/2021
16011,3/6/2021
17841,3/6/2021
18196,3/6/2021
13077,3/6/2021
NA,3/6/2021
13184,3/6/2021
18151,3/7/2021
17135,3/7/2021
15373,3/7/2021
NA,3/7/2021
16422,3/7/2021
15311,3/7/2021
16940,3/7/2021
14289,3/7/2021
18172,3/7/2021
13854,3/7/2021
15858,3/7/2021
16208,3/7/2021
17063,3/7/2021
13149,3/7/2021
17504,3/7/2021
14562,3/7/2021
12471,3/7/2021
17171,3/7/2021
12437,3/7/2021
14004,3/8/2021
17139,3/8/2021
15974,3/8/2021
17830,3/8/2021
14841,3/8/2021
17364,3/8/2021
17865,3/8/2021
18056,3/8/2021
16072,3/8/2021
13777,3/8/2021
13081,3/8/2021
NA,3/8/2021
13501,3/8/2021
12633,3/9/2021
13345,3/9/2021
12839,3/9/2021
16592,3/9/2021
15544,3/9/2021
15845,3/9/2021
14541,3/9/2021
17735,3/9/2021
13362,3/9/2021
16841,3/9/2021
13753,3/9/2021
18223,3/9/2021
13742,3/9/2021
15093,3/9/2021
17663,3/9/2021
12921,3/9/2021
NA,3/9/2021
13973,3/9/2021
15990,3/9/2021
13493,3/9/2021
14573,3/9/2021
14952,3/11/2021
16407,3/11/2021
15708,3/11/2021
14810,3/11/2021
16745,3/11/2021
13630,3/11/2021
14157,3/11/2021
15547,3/11/2021
13636,3/11/2021
17894,3/11/2021
12781,3/12/2021
NA,3/12/2021
13004,3/12/2021
16057,3/12/2021
15724,3/12/2021
15039,3/12/2021
15062,3/12/2021
14227,3/12/2021
16187,3/12/2021
17027,3/12/2021
14078,3/12/2021
14046,3/12/2021
15570,3/12/2021
17841,3/12/2021
14056,3/12/2021
15656,3/12/2021
12811,3/12/2021
16518,3/12/2021
14620,3/13/2021
12428,3/13/2021
NA,3/13/2021
15676,3/13/2021
15311,3/13/2021
14732,3/13/2021
17965,3/13/2021
15092,3/13/2021
12679,3/13/2021
16212,3/13/2021
14656,3/13/2021
15456,3/13/2021
13110,3/13/2021
13166,3/13/2021
15750,3/13/2021
17449,3/13/2021
15416,3/14/2021
15733,3/14/2021
16678,3/14/2021
14180,3/14/2021
14606,3/14/2021
14934,3/14/2021
15067,3/14/2021
15061,3/14/2021
15641,3/14/2021
15104,3/14/2021
15643,3/14/2021
16792,3/14/2021
14239,3/14/2021
15031,3/14/2021
17738,3/14/2021
17426,3/14/2021
17576,3/14/2021
13230,3/14/2021
NA,3/15/2021
16571,3/15/2021
17646,3/15/2021
14483,3/15/2021
15087,3/15/2021
12415,3/15/2021
14573,3/15/2021
15053,3/15/2021
17416,3/15/2021
12417,3/15/2021
13476,3/15/2021
17841,3/15/2021
17757,3/15/2021
12500,3/15/2021
15005,3/15/2021
17700,3/15/2021
15393,3/15/2021
13014,3/15/2021
13931,3/16/2021
NA,3/16/2021
14796,3/16/2021
15220,3/16/2021
17581,3/16/2021
14570,3/16/2021
13557,3/16/2021
14995,3/16/2021
15311,3/16/2021
15681,3/16/2021
14670,3/16/2021
14911,3/16/2021
17191,3/16/2021
15358,3/16/2021
13491,3/16/2021
12584,3/16/2021
16923,3/18/2021
14701,3/18/2021
14499,3/18/2021
17769,3/18/2021
16033,3/18/2021
13263,3/18/2021
16422,3/18/2021
17050,3/18/2021
15572,3/18/2021
17107,3/18/2021
14247,3/18/2021
12708,3/19/2021
NA,3/19/2021
12614,3/19/2021
13344,3/19/2021
15039,3/19/2021
16225,3/19/2021
17696,3/19/2021
17634,3/19/2021
17654,3/19/2021
14606,3/19/2021
17841,3/19/2021
15752,3/19/2021
12841,3/19/2021
13798,3/19/2021
15834,3/19/2021
15234,3/20/2021
14586,3/20/2021
13340,3/20/2021
12528,3/20/2021
12758,3/20/2021
16710,3/20/2021
13975,3/20/2021
14730,3/20/2021
12662,3/20/2021
15311,3/20/2021
13777,3/20/2021
12623,3/20/2021
13373,3/20/2021
13089,3/20/2021
13854,3/20/2021
14426,3/20/2021
NA,3/20/2021
14336,3/20/2021
14507,3/20/2021
12759,3/21/2021
14112,3/21/2021
14936,3/21/2021
17138,3/21/2021
15502,3/21/2021
17238,3/21/2021
15529,3/21/2021
14165,3/21/2021
14344,3/21/2021
15379,3/21/2021
16771,3/21/2021
16945,3/21/2021
14085,3/21/2021
15581,3/21/2021
16419,3/21/2021
15057,3/21/2021
14291,3/21/2021
13493,3/21/2021
NA,3/21/2021
15632,3/22/2021
13899,3/22/2021
16471,3/22/2021
15838,3/22/2021
18183,3/22/2021
16359,3/22/2021
14156,3/22/2021
16745,3/22/2021
12370,3/22/2021
16625,3/22/2021
16743,3/22/2021
15308,3/22/2021
16477,3/22/2021
14606,3/22/2021
16553,3/22/2021
14930,3/22/2021
14727,3/22/2021
17841,3/22/2021
14056,3/22/2021
NA,3/22/2021
16808,3/22/2021
16558,3/23/2021
17076,3/23/2021
14114,3/23/2021
12520,3/23/2021
NA,3/23/2021
12583,3/23/2021
13842,3/23/2021
14329,3/23/2021
13654,3/23/2021
15311,3/23/2021
17800,3/23/2021
13226,3/23/2021
14352,3/23/2021
16768,3/25/2021
14800,3/25/2021
13956,3/25/2021
16983,3/25/2021
14606,3/25/2021
17611,3/25/2021
15918,3/25/2021
14962,3/26/2021
16807,3/26/2021
15493,3/26/2021
14911,3/26/2021
15061,3/26/2021
15311,3/26/2021
16150,3/26/2021
15005,3/26/2021
16327,3/26/2021
13263,3/26/2021
17841,3/26/2021
17799,3/26/2021
18260,3/27/2021
15047,3/27/2021
14016,3/27/2021
14911,3/27/2021
14193,3/27/2021
13854,3/27/2021
12779,3/27/2021
15932,3/27/2021
NA,3/27/2021
15150,3/27/2021
14226,3/27/2021
13451,3/27/2021
12681,3/27/2021
16297,3/28/2021
16152,3/28/2021
14636,3/28/2021
16040,3/28/2021
13089,3/28/2021
14606,3/28/2021
16029,3/28/2021
16422,3/28/2021
12849,3/28/2021
13668,3/28/2021
12502,3/28/2021
12597,3/28/2021
17858,3/28/2021
NA,3/28/2021
17504,3/28/2021
17515,3/28/2021
14505,3/28/2021
14572,3/28/2021
12435,3/29/2021
12955,3/29/2021
15291,3/29/2021
18189,3/29/2021
14035,3/29/2021
17716,3/29/2021
16839,3/29/2021
12472,3/29/2021
13533,3/29/2021
13268,3/29/2021
12480,3/29/2021
14911,3/29/2021
16216,3/29/2021
12514,3/29/2021
NA,3/29/2021
13394,3/29/2021
14298,3/29/2021
17725,3/29/2021
15861,3/29/2021
12471,3/30/2021
NA,3/30/2021
16511,3/30/2021
17673,3/30/2021
16256,3/30/2021
14066,3/30/2021
14194,3/30/2021
12748,3/30/2021
14041,3/30/2021
12878,3/30/2021
17419,3/30/2021
12474,3/30/2021
13468,3/30/2021
17043,3/30/2021
17841,3/30/2021
13593,4/1/2021
12948,4/1/2021
13911,4/1/2021
NA,4/1/2021
14071,4/1/2021
12407,4/1/2021
16728,4/1/2021
14769,4/1/2021
16115,4/1/2021
15288,4/1/2021
15452,4/1/2021
17230,4/1/2021
14762,4/2/2021
13934,4/2/2021
15615,4/2/2021
14245,4/2/2021
14659,4/2/2021
15996,4/2/2021
12637,4/2/2021
17811,4/2/2021
14606,4/2/2021
16036,4/2/2021
17841,4/2/2021
17146,4/2/2021
16558,4/2/2021
16791,4/2/2021
13081,4/2/2021
NA,4/2/2021
12867,4/2/2021
17585,4/2/2021
17231,4/2/2021
NA,4/3/2021
13869,4/3/2021
13014,4/3/2021
12681,4/3/2021
15044,4/3/2021
17272,4/3/2021
17613,4/3/2021
15998,4/3/2021
15719,4/3/2021
16135,4/3/2021
14377,4/3/2021
16110,4/3/2021
12720,4/3/2021
16809,4/3/2021
12613,4/3/2021
12539,4/3/2021
16721,4/3/2021
13475,4/4/2021
13239,4/4/2021
15061,4/4/2021
15449,4/4/2021
17019,4/4/2021
13576,4/4/2021
13821,4/4/2021
17507,4/4/2021
14461,4/4/2021
15021,4/4/2021
17519,4/4/2021
13267,4/4/2021
12395,4/4/2021
12564,4/4/2021
16250,4/4/2021
13534,4/4/2021
13249,4/4/2021
NA,4/4/2021
17858,4/4/2021
14129,4/5/2021
16525,4/5/2021
15651,4/5/2021
17512,4/5/2021
17644,4/5/2021
13512,4/5/2021
13488,4/5/2021
17698,4/5/2021
18118,4/5/2021
17059,4/5/2021
14606,4/5/2021
14527,4/5/2021
13263,4/5/2021
13736,4/5/2021
14085,4/5/2021
16022,4/5/2021
13069,4/5/2021
14235,4/5/2021
16700,4/5/2021
14071,4/5/2021
12748,4/5/2021
16769,4/5/2021
17754,4/5/2021
12408,4/5/2021
16063,4/5/2021
16767,4/5/2021
18239,4/5/2021
12540,4/5/2021
17450,4/5/2021
18109,4/5/2021
15815,4/6/2021
15529,4/6/2021
14796,4/6/2021
13695,4/6/2021
17979,4/6/2021
14587,4/6/2021
NA,4/6/2021
14911,4/6/2021
14758,4/6/2021
14085,4/6/2021
14646,4/6/2021
17139,4/6/2021
13520,4/6/2021
17946,4/6/2021
12748,4/6/2021
12668,4/6/2021
18078,4/6/2021
16081,4/6/2021
12916,4/8/2021
16923,4/8/2021
14472,4/8/2021
17625,4/8/2021
12841,4/8/2021
NA,4/8/2021
14878,4/8/2021
13357,4/8/2021
16931,4/8/2021
16777,4/8/2021
14573,4/8/2021
13110,4/8/2021
14911,4/9/2021
13481,4/9/2021
13652,4/9/2021
16245,4/9/2021
13368,4/9/2021
13266,4/9/2021
12669,4/9/2021
17841,4/9/2021
12792,4/9/2021
15039,4/9/2021
14410,4/9/2021
14159,4/9/2021
14127,4/9/2021
12594,4/9/2021
15249,4/9/2021
13760,4/9/2021
12481,4/9/2021
16814,4/9/2021
15644,4/9/2021
12957,4/9/2021
13037,4/9/2021
NA,4/9/2021
17238,4/9/2021
17917,4/9/2021
16455,4/10/2021
17428,4/10/2021
18044,4/10/2021
18226,4/10/2021
14646,4/10/2021
17719,4/10/2021
17931,4/10/2021
17675,4/10/2021
14871,4/10/2021
14298,4/10/2021
16253,4/10/2021
NA,4/10/2021
16422,4/10/2021
13439,4/10/2021
15628,4/10/2021
13777,4/10/2021
16607,4/10/2021
17364,4/10/2021
13588,4/10/2021
16712,4/10/2021
16945,4/10/2021
14606,4/10/2021
12456,4/11/2021
15521,4/11/2021
13999,4/11/2021
17594,4/11/2021
16218,4/11/2021
13802,4/11/2021
14146,4/11/2021
14099,4/11/2021
13988,4/11/2021
17220,4/11/2021
16657,4/11/2021
NA,4/11/2021
16059,4/11/2021
18179,4/11/2021
14180,4/11/2021
14272,4/11/2021
16558,4/11/2021
15980,4/11/2021
15832,4/11/2021
16092,4/11/2021
17677,4/11/2021
15528,4/11/2021
14572,4/11/2021
13268,4/11/2021
17400,4/11/2021
14479,4/12/2021
16398,4/12/2021
17088,4/12/2021
15061,4/12/2021
12731,4/12/2021
14790,4/12/2021
14890,4/12/2021
14527,4/12/2021
16386,4/12/2021
14818,4/12/2021
13571,4/12/2021
14064,4/12/2021
17841,4/12/2021
16839,4/12/2021
13089,4/12/2021
17075,4/12/2021
17071,4/12/2021
15894,4/12/2021
NA,4/12/2021
14410,4/12/2021
13126,4/12/2021
13883,4/12/2021
17212,4/12/2021
13626,4/13/2021
16609,4/13/2021
16180,4/13/2021
17288,4/13/2021
14543,4/13/2021
15860,4/13/2021
13137,4/13/2021
14419,4/13/2021
18263,4/13/2021
15197,4/13/2021
16960,4/13/2021
13636,4/13/2021
16333,4/13/2021
15601,4/13/2021
12949,4/13/2021
12569,4/13/2021
NA,4/13/2021
14854,4/13/2021
13124,4/13/2021
16162,4/13/2021
15356,4/13/2021
15482,4/15/2021
18109,4/15/2021
17085,4/15/2021
17381,4/15/2021
13269,4/15/2021
16678,4/15/2021
17050,4/15/2021
17337,4/15/2021
17758,4/15/2021
14023,4/15/2021
17648,4/16/2021
15493,4/16/2021
13319,4/16/2021
14895,4/16/2021
12471,4/16/2021
13004,4/16/2021
13294,4/16/2021
15289,4/16/2021
16422,4/16/2021
17774,4/16/2021
18185,4/16/2021
15311,4/16/2021
15756,4/16/2021
14747,4/16/2021
14719,4/16/2021
13015,4/16/2021
14410,4/16/2021
17716,4/16/2021
NA,4/16/2021
15838,4/16/2021
17848,4/16/2021
12779,4/17/2021
13013,4/17/2021
15572,4/17/2021
12348,4/17/2021
12744,4/17/2021
14646,4/17/2021
17596,4/17/2021
15727,4/17/2021
13798,4/17/2021
14535,4/17/2021
13089,4/17/2021
12753,4/17/2021
NA,4/17/2021
17470,4/17/2021
17841,4/17/2021
15244,4/17/2021
17492,4/17/2021
13468,4/17/2021
16161,4/18/2021
17783,4/18/2021
17811,4/18/2021
13863,4/18/2021
15917,4/18/2021
15529,4/18/2021
16241,4/18/2021
NA,4/18/2021
14606,4/18/2021
15311,4/18/2021
13491,4/18/2021
14911,4/18/2021
14587,4/18/2021
14534,4/18/2021
13771,4/18/2021
17690,4/18/2021
17906,4/18/2021
18272,4/19/2021
13731,4/19/2021
12580,4/19/2021
12347,4/19/2021
15530,4/19/2021
14667,4/19/2021
15910,4/19/2021
14465,4/19/2021
14903,4/19/2021
15800,4/19/2021
15916,4/19/2021
16469,4/19/2021
17735,4/19/2021
13005,4/19/2021
15694,4/19/2021
14395,4/19/2021
17869,4/19/2021
13230,4/19/2021
NA,4/19/2021
14619,4/20/2021
16643,4/20/2021
14246,4/20/2021
18040,4/20/2021
14924,4/20/2021
12705,4/20/2021
15109,4/20/2021
13911,4/20/2021
16010,4/20/2021
14243,4/20/2021
16558,4/20/2021
12999,4/20/2021
18036,4/20/2021
13178,4/20/2021
14030,4/20/2021
15874,4/20/2021
17054,4/20/2021
13078,4/20/2021
13265,4/20/2021
16873,4/20/2021
NA,4/20/2021
15311,4/22/2021
18118,4/22/2021
16889,4/22/2021
15038,4/22/2021
16931,4/22/2021
13606,4/22/2021
17372,4/22/2021
13570,4/22/2021
13632,4/22/2021
15665,4/22/2021
15547,4/22/2021
15655,4/22/2021
14504,4/22/2021
13956,4/22/2021
14286,4/23/2021
NA,4/23/2021
12428,4/23/2021
14541,4/23/2021
17841,4/23/2021
17611,4/23/2021
17799,4/23/2021
15867,4/23/2021
16409,4/23/2021
NA,4/24/2021
13655,4/24/2021
15240,4/24/2021
18109,4/24/2021
13700,4/24/2021
14669,4/24/2021
13268,4/24/2021
17160,4/24/2021
17972,4/24/2021
12463,4/24/2021
13458,4/24/2021
17511,4/24/2021
13157,4/24/2021
12854,4/24/2021
16729,4/24/2021
17180,4/24/2021
17576,4/24/2021
18231,4/25/2021
13717,4/25/2021
18236,4/25/2021
13138,4/25/2021
16333,4/25/2021
13740,4/25/2021
13534,4/25/2021
15230,4/25/2021
13544,4/25/2021
12766,4/25/2021
17589,4/25/2021
13122,4/25/2021
16175,4/25/2021
15855,4/25/2021
14834,4/25/2021
17511,4/25/2021
16348,4/25/2021
15640,4/25/2021
14367,4/25/2021
13221,4/25/2021
16131,4/26/2021
17058,4/26/2021
17704,4/26/2021
17841,4/26/2021
17865,4/26/2021
15005,4/26/2021
15039,4/26/2021
14606,4/26/2021
13772,4/26/2021
NA,4/26/2021
12853,4/26/2021
13317,4/26/2021
14390,4/26/2021
16933,4/26/2021
15769,4/26/2021
12477,4/26/2021
16520,4/26/2021
12637,4/26/2021
17362,4/26/2021
13989,4/26/2021
12569,4/26/2021
15235,4/26/2021
12662,4/26/2021
14163,4/26/2021
17142,4/26/2021
13230,4/26/2021
16806,4/26/2021
13952,4/27/2021
14796,4/27/2021
13090,4/27/2021
NA,4/27/2021
13468,4/27/2021
18079,4/27/2021
15498,4/27/2021
14700,4/27/2021
